Cn,Ct,ec (cm3),ep (KW),Ewltp (g/km)
PANDA,M1,1242.0,51.0,133.0
C 200 4MATIC,M1,1497.0,135.0,180.0
Hyundai IONIQ,M1,1580.0,,26.0
A4 AVANT,M1,1968.0,150.0,140.0
i 30,M1,1482.0,117.0,126.0
GLC 220 D 4MATIC,M1,1950.0,143.0,160.0
E 300 DE,M1,1950.0,143.0,36.0
C3,M1,1199.0,81.0,124.0
QASHQAI,M1,1332.0,116.0,145.0
MODEL Y,M1,,153.0,0.0
C3,M1,1499.0,81.0,122.0
CEED,M1,1598.0,100.0,122.0
RENEGADE,M1,1332.0,132.0,51.0
SEAT LEON SP E-HYBRID150,M1,1395.0,110.0,26.0
GLA 180 D,M1,1950.0,85.0,142.0
CX-3,M1,1998.0,89.0,140.0
ARONA,M1,999.0,70.0,124.0
TOYOTA COROLLA,M1,1987.0,112.0,119.0
COOPER,M1,1499.0,100.0,135.0
SCALA,M1,999.0,81.0,122.0
GLE 350 DE 4MATIC,M1G,1950.0,143.0,19.0
RENEGADE,M1,1332.0,110.0,153.0
COROLLA,M1,1798.0,72.0,103.0
DS7 CROSSBACK,M1,1997.0,130.0,163.0
Q3,M1,1968.0,110.0,142.0
MAZDA CX-30,M1,1998.0,137.0,138.0
GOLF,M1,1498.0,96.0,123.0
Model 3,M1,,366.0,0.0
VITARA,M1,1373.0,95.0,121.0
SEAT ATECA,M1,1968.0,110.0,128.0
A3 40 TFSIE,M1,1395.0,110.0,29.0
PROACE,M1,1499.0,88.0,170.0
DUSTER,M1,999.0,74.0,127.0
Q3,M1,1968.0,110.0,149.0
C 300 de,M1,1950.0,143.0,44.0
Q3 SPORTBACK,M1,1498.0,110.0,158.0
208,M1,,57.0,0.0
SANDERO,M1,999.0,74.0,114.0
DISCOVERY SPORT,M1G,1997.0,147.0,218.0
A4 Avant,M1,1984.0,150.0,145.0
KAROQ,M1,1968.0,85.0,125.0
MX-5,M1,1998.0,135.0,155.0
UP!,M1,999.0,85.0,125.0
A4 AVANT,M1,1984.0,150.0,148.0
208,M1,,57.0,0.0
COOPER SE,M1,,75.0,0.0
CLASSE GLA,M1,1332.0,118.0,31.0
PASSAT,M1,1395.0,115.0,28.0
T-CROSS,M1,999.0,81.0,149.0
MICRA,M1,999.0,74.0,127.0
MAZDA CX-30,M1,1998.0,110.0,141.0
i20,M1,998.0,74.0,123.0
STONIC,M1,998.0,88.0,124.0
CAPTUR E-TECH PLUG-IN HYBRID,M1,1598.0,68.0,33.0
CORSA,M1,,57.0,0.0
CORSA,M1,1199.0,55.0,117.0
C5 AIRCROSS,M1,1499.0,96.0,138.0
3008,M1,1499.0,96.0,132.0
T-ROC,M1,999.0,81.0,151.0
C-HR,M1,1197.0,85.0,156.0
ENYAQ 80,M1,,70.0,0.0
ABARTH 500,M1,1368.0,121.0,155.0
LEXUS NX300H,M1,2494.0,114.0,170.0
C3,M1,1199.0,61.0,123.0
KOLEOS,M1,1332.0,116.0,153.0
T-ROC,M1,1984.0,221.0,204.0
C3,M1,1199.0,61.0,123.0
NISSAN JUKE,M1,999.0,84.0,135.0
ATECA,M1,1984.0,221.0,200.0
CAPTUR E-TECH PLUG-IN HYBRID,M1,1598.0,68.0,36.0
MODEL 3,M1,,88.0,0.0
PROACE,M1,1499.0,75.0,136.0
108,M1,998.0,53.0,110.0
CROSSLAND,M1,1199.0,61.0,134.0
XC60,M1G,1969.0,186.0,56.0
TRANSIT CUSTOM,M1,1995.0,125.0,210.0
"KONA, KAUAI",M1,,,0.0
C3,M1,1199.0,81.0,124.0
C3 AIRCROSS,M1,1199.0,81.0,127.0
PANDA,M1,1242.0,51.0,133.0
3008,M1,1499.0,96.0,130.0
ARTEON,M1,1395.0,115.0,27.0
CAPTUR / 1.0 /,M1,999.0,67.0,133.0
CADDY,M1,1498.0,84.0,146.0
FIAT 500,M1,999.0,52.0,123.0
TOYOTA YARIS,M1,1490.0,68.0,91.0
T-ROC,M1,1498.0,110.0,161.0
5008,M1,1199.0,96.0,151.0
FOCUS,M1,1499.0,88.0,124.0
INSIGNIA SPORTS TOURER,M1,1496.0,90.0,129.0
NUEVO,M1,,100.0,0.0
118D,M1,1995.0,110.0,126.0
STONIC,M1,1598.0,85.0,130.0
ENYAQ 80,M1,,150.0,0.0
FOCUS,M1,999.0,92.0,127.0
TOYOTA COROLLA,M1,1798.0,72.0,102.0
XC60,M1G,1969.0,186.0,55.0
C3,M1,1199.0,61.0,126.0
COROLLA,M1,1798.0,72.0,114.0
GLA 200 D,M1,1950.0,110.0,141.0
CAPTUR,M1,999.0,67.0,133.0
,M1,1197.0,61.0,121.0
QASHQAI,M1,1461.0,85.0,139.0
ZOE,M1,,51.0,0.0
YPSILON,M1,999.0,52.0,125.0
T-CROSS,M1,999.0,81.0,149.0
730D XDRIVE,M1,2993.0,210.0,164.0
PASSAT,M1,1968.0,90.0,130.0
Q3 SPORTBACK,M1,1968.0,110.0,165.0
MAZDA MX-30,M1,,81.0,0.0
A 200 D,M1,1950.0,110.0,132.0
C5 AIRCROSS,M1,1499.0,96.0,131.0
GOLF,M1,1968.0,110.0,116.0
NISSAN LEAF 62KWH,M1,,160.0,0.0
3008,M1,1499.0,96.0,135.0
E-C4,M1,,57.0,0.0
MODEL 3,M1,,88.0,0.0
CLUBMAN ONE,M1,1499.0,75.0,138.0
RANGE ROVER EVOQUE,M1G,1998.0,120.0,172.0
NISSAN QASHQAI,M1,1332.0,103.0,143.0
MODEL 3,M1,,153.0,0.0
YARIS,M1,1496.0,82.0,136.0
GOLF,M1,1968.0,85.0,120.0
NISSAN MICRA,M1,999.0,68.0,123.0
"KONA, KAUAI",M1,998.0,88.0,136.0
C3,M1,1199.0,61.0,122.0
AYGO,M1,998.0,53.0,118.0
C3,M1,1199.0,61.0,126.0
TIGUAN,M1,1395.0,110.0,42.0
208,M1,1499.0,75.0,105.0
GLA 200,M1,1332.0,120.0,153.0
NIRO,M1,,150.0,0.0
"KONA,",M1,998.0,88.0,136.0
IBIZA,M1,999.0,81.0,116.0
V60 CROSS COUNTRY,M1,1969.0,145.0,158.0
PANDA,M1,1242.0,51.0,120.0
SANDERO,M1,999.0,67.0,128.0
GOLF,M1,1984.0,221.0,171.0
Q2,M1,1968.0,110.0,135.0
CORSA,M1,1199.0,55.0,118.0
508,M1,1598.0,133.0,32.0
500,M1,999.0,51.0,116.0
YARIS,M1,1490.0,68.0,97.0
CAPTUR,M1,999.0,67.0,133.0
500,M1,999.0,51.0,122.0
RENEGADE,M1,1598.0,96.0,133.0
KODIAQ,M1,1498.0,110.0,152.0
MITSUBISHI SPACE STAR,M1,1193.0,52.0,113.0
SANTA FE,M1,2151.0,148.0,180.0
FOCUS,M1,999.0,74.0,125.0
Kuga,M1,2488.0,112.0,32.0
308,M1,1499.0,96.0,123.0
I10,M1,998.0,49.0,119.0
3,M1,1998.0,137.0,120.0
PANDA,M1,1242.0,51.0,120.0
CORSA,M1,1199.0,74.0,133.0
208,M1,1199.0,55.0,119.0
KAMIQ,M1,999.0,70.0,128.0
POLO,M1,999.0,70.0,121.0
FABIA,M1,999.0,81.0,133.0
CEED,M1,1598.0,100.0,117.0
CLIO,M1,999.0,67.0,118.0
5008,M1,1199.0,96.0,142.0
C3,M1,1199.0,81.0,124.0
SERIE X,M1G,1998.0,135.0,47.0
SERIE X,M1,1995.0,110.0,147.0
SCALA,M1,999.0,81.0,121.0
CAPTUR,M1,1461.0,70.0,124.0
MAZDA MX-30,M1,,107.0,0.0
C1,M1,998.0,53.0,110.0
RANGE ROVER EVOQUE,M1G,1998.0,120.0,171.0
NISSAN LEAF 40 KWH,M1,,90.0,0.0
C3,M1,1199.0,81.0,124.0
MINI,M1,1499.0,100.0,146.0
SEAT LEON,M1,1968.0,110.0,118.0
330D XDRIVE,M1,2993.0,210.0,149.0
3008,M1,1199.0,96.0,146.0
TIPO,M1,1368.0,70.0,165.0
PANDA,M1,875.0,63.0,156.0
CLIO,M1,1461.0,63.0,109.0
SANDERO,M1,999.0,74.0,115.0
SANDERO,M1,999.0,54.0,129.0
UP!,M1,999.0,48.0,117.0
3008,M1,1499.0,96.0,137.0
SUPERB,M1,1968.0,110.0,126.0
A6 AVANT,M1,1968.0,150.0,153.0
208,M1,1199.0,74.0,118.0
KAMIQ,M1,999.0,70.0,128.0
A 180,M1,1332.0,100.0,137.0
PICANTO,M1,998.0,49.0,113.0
C1,M1,998.0,53.0,109.0
RIFTER,M1,1199.0,81.0,148.0
PANDA,M1,999.0,52.0,123.0
A 180,M1,1332.0,100.0,146.0
SEAT ATECA,M1,1498.0,110.0,151.0
C4,M1,1499.0,96.0,122.0
MODEL 3,M1,,100.0,0.0
C3,M1,1199.0,81.0,124.0
C3,M1,1199.0,61.0,121.0
545E XDRIVE,M1,2998.0,210.0,41.0
TIGUAN,M1,1395.0,110.0,39.0
C3 AIRCROSS,M1,1499.0,88.0,134.0
CLASSE GLA,M1,1950.0,110.0,142.0
X5 XDRIVE25D,M1G,1995.0,170.0,171.0
TOYOTA AYGO,M1,998.0,53.0,114.0
VIVARO ZAFIRA LIFE,M1,1997.0,130.0,187.0
IX XDRIVE40,M1,,102.0,0.0
208,M1,,57.0,0.0
DUSTER,M1,999.0,67.0,147.0
CLIO,M1,999.0,67.0,117.0
FORMENTOR,M1,1984.0,228.0,193.0
CORSA,M1,1499.0,75.0,105.0
KAROQ,M1,1968.0,110.0,130.0
TOYOTA C-HR,M1,1798.0,72.0,110.0
C3 AIRCROSS,M1,1499.0,88.0,132.0
CORSA,M1,1199.0,55.0,119.0
MULTIVAN,M1,1968.0,110.0,215.0
OCTAVIA,M1,1968.0,110.0,139.0
CAPTUR E-TECH PLUG-IN HYBRID,M1,1598.0,68.0,31.0
2008,M1,1499.0,96.0,126.0
3008,M1,1499.0,96.0,136.0
CAPTUR E-TECH PLUG-IN HYBRID,M1,1598.0,68.0,30.0
FORMENTOR,M1,1984.0,228.0,192.0
ID.3 PRO 150KW,M1,,70.0,0.0
A6 AVANT,M1,1968.0,150.0,151.0
N 3008,M1,1598.0,133.0,157.0
COMPASS,M1G,1332.0,132.0,44.0
GLC 300 E 4MATIC,M1,1991.0,155.0,47.0
FIAT 500,M1,999.0,52.0,120.0
TOYOTA AYGO,M1,998.0,53.0,111.0
GRANDLAND X,M1,1598.0,133.0,156.0
GOLF,M1,999.0,81.0,120.0
CLASSE A,M1,1950.0,85.0,132.0
NISSAN MICRA,M1,999.0,68.0,124.0
C40,M1,,300.0,0.0
CORSA,M1,1499.0,75.0,105.0
MODEL 3,M1,,100.0,0.0
FIESTA,M1,1084.0,55.0,121.0
SQ2,M1,1984.0,221.0,192.0
CLIO,M1,999.0,67.0,117.0
FOCUS,M1,1499.0,88.0,110.0
CLIO,M1,999.0,67.0,118.0
C3 AIRCROSS,M1,1199.0,81.0,135.0
MG ZS EV,M1,,73.0,0.0
NIRO,M1,,150.0,0.0
MEGANE E-TECH PLUG-IN HYBRID,M1,1598.0,69.0,30.0
JAZZ,M1,1498.0,72.0,104.0
C3 AIRCROSS,M1,1499.0,81.0,123.0
640D XDRIVE,M1,2993.0,250.0,172.0
SANDERO,M1,999.0,67.0,120.0
E 200 D,M1,1597.0,118.0,151.0
FORMENTOR / 1.5 / TSI,M1,1498.0,110.0,148.0
XC40,M1,,160.0,0.0
ZOE,M1,,51.0,0.0
MEGANE,M1,1461.0,85.0,121.0
E 220 D,M1,1950.0,143.0,148.0
COMPASS,M1,1332.0,110.0,157.0
CLASSE B,M1,1950.0,85.0,137.0
CAPTUR,M1,1598.0,69.0,112.0
218I ACTIVE TOURER,M1,1499.0,100.0,138.0
FABIA,M1,999.0,70.0,122.0
KOLEOS,M1,1332.0,116.0,153.0
i20,M1,998.0,74.0,122.0
GLE 400 D 4MATIC,M1G,2925.0,243.0,220.0
SERIE 2,M1,1499.0,100.0,131.0
POLO,M1,999.0,70.0,129.0
CORSA,M1,1199.0,74.0,119.0
TIGUAN,M1,1395.0,110.0,37.0
FIAT 500X,M1,999.0,88.0,143.0
C1,M1,998.0,53.0,109.0
Mazda CX-5,M1,2488.0,143.0,182.0
SPRING,M1,,,0.0
KOMBI,M1,1968.0,110.0,203.0
C3,M1,1199.0,61.0,123.0
IONIQ,M1,,25.0,0.0
RENEGADE,M1,1598.0,96.0,134.0
NUEVO,M1,1199.0,81.0,123.0
C4,M1,1499.0,81.0,114.0
T-CROSS,M1,999.0,81.0,133.0
SPORTAGE,M1,1598.0,100.0,155.0
FOCUS,M1,999.0,91.0,122.0
TUCSON IX35,M1,1598.0,110.0,150.0
TOYOTA AYGO,M1,998.0,53.0,111.0
2008,M1,1199.0,96.0,126.0
ZOE,M1,,51.0,0.0
BERLINGO,M1,1199.0,81.0,147.0
KODIAQ,M1,1498.0,110.0,162.0
XC90,M1G,1969.0,173.0,184.0
118D,M1,1995.0,110.0,134.0
T-ROC,M1,1498.0,110.0,150.0
CAPTUR,M1,1461.0,85.0,125.0
SUPERB,M1,1395.0,115.0,28.0
DR3,,1498.0,86.0,
V-KLASSE,M1,1950.0,174.0,219.0
2008,M1,1199.0,74.0,123.0
FIAT 500L,M1,1368.0,70.0,167.0
SX4,M1,1373.0,95.0,139.0
TOYOTA YARIS,M1,1490.0,92.0,125.0
kona Kauai,M1,,150.0,0.0
RIO,M1,998.0,73.0,125.0
208,M1,,57.0,0.0
CORSA,M1,1199.0,74.0,123.0
500,M1,,,0.0
RANGE ROVER SPORT,M1G,2997.0,183.0,223.0
FIAT 500,M1,999.0,51.0,106.0
3008,M1,1598.0,133.0,
FABIA,M1,999.0,70.0,124.0
NISSAN QASHQAI,M1,1332.0,103.0,145.0
TOYOTA YARIS,M1,1490.0,68.0,87.0
208,M1,,57.0,0.0
A 250,M1,1332.0,118.0,24.0
"KONA, KAUAI",M1,1580.0,77.0,115.0
OCTAVIA RS,M1,1395.0,110.0,27.0
500 ABARTH,M1,1368.0,121.0,157.0
C3 AIRCROSS,M1,1499.0,81.0,122.0
ZOE,M1,,51.0,0.0
YARIS,M1,1490.0,68.0,98.0
FIAT 500X,M1,1598.0,88.0,138.0
KODIAQ,M1,1968.0,147.0,173.0
Q3 E-TRON,M1,1395.0,110.0,44.0
Q3 E-TRON,M1,1395.0,110.0,44.0
PROCEED,M1,1482.0,118.0,129.0
C5 AIRCROSS,M1,1598.0,133.0,32.0
AYGO,M1,998.0,53.0,118.0
C3,M1,1199.0,61.0,123.0
KUGA,M1,2488.0,112.0,32.0
TOYOTA AYGO,M1,998.0,53.0,114.0
CAPTUR,M1,1461.0,70.0,124.0
MEGANE,M1,1461.0,85.0,119.0
CLIO,M1,999.0,49.0,119.0
Jaguar E-PACE,M1,1498.0,118.0,183.0
SANDERO,M1,999.0,67.0,120.0
V-KLASSE,M1,1950.0,140.0,223.0
CORSA,M1,1199.0,74.0,121.0
CAPTUR,M1,1332.0,103.0,131.0
EQC 400 4MATIC,M1,,300.0,0.0
NIRO,M1,1580.0,77.0,112.0
TOYOTA AYGO,M1,998.0,53.0,113.0
X5 XDRIVE 30D,M1G,2993.0,210.0,188.0
A110,M1,1798.0,215.0,157.0
TIGUAN,M1,1968.0,110.0,169.0
SERIE I,M1,,75.0,0.0
TIGUAN / 2.0 / TDI 4M,M1,1968.0,110.0,168.0
A6 LIMOUSINE,M1,1968.0,120.0,142.0
SANDERO,M1,999.0,74.0,
ID.3 PURE 110 KW,M1,,70.0,0.0
FIAT 500X,M1,999.0,88.0,144.0
A4 Limousine,M1,1968.0,120.0,128.0
Q8,M1G,2967.0,170.0,225.0
XC60,M1G,1969.0,186.0,56.0
116I,M1,1499.0,80.0,137.0
CLIO,M1,999.0,67.0,111.0
Q3,M1,1968.0,110.0,143.0
TOYOTA RAV4,M1,2487.0,131.0,133.0
T-ROC,M1,1498.0,110.0,152.0
IONIQ,M1,,,0.0
Q5,M1G,1968.0,150.0,177.0
OCTAVIA,M1,1395.0,110.0,24.0
CLIO,M1,999.0,74.0,108.0
TOYOTA GR YARIS,M1,1618.0,192.0,186.0
OCTAVIA,M1,1498.0,96.0,106.0
X5 XDRIVE30D G05 B57,M1G,2993.0,210.0,180.0
730D XDRIVE,M1,2993.0,210.0,170.0
GOLF,M1,1968.0,110.0,116.0
VITARA,M1,1373.0,95.0,121.0
M440I XDRIVE,M1,2998.0,275.0,190.0
XC40,M1,1477.0,120.0,166.0
TUCSON IX35,M1,1598.0,110.0,146.0
MAZDA CX-30,M1,1998.0,90.0,134.0
CADDY,M1,1968.0,55.0,128.0
AMG G 63,M1G,3982.0,430.0,373.0
KONA,M1,,28.0,0.0
KONA,M1,1580.0,77.0,113.0
ZOE,M1,,51.0,0.0
TOYOTA CAMRY,M1,2487.0,131.0,120.0
ZOE,M1,,51.0,0.0
SPORTAGE,M1,1591.0,130.0,187.0
I 30,M1,1482.0,117.0,145.0
ASTRA SPORTS TOURER,M1,1496.0,77.0,117.0
OCTAVIA,M1,999.0,81.0,120.0
MAZDA CX-3,M1,1998.0,89.0,160.0
308,M1,1199.0,96.0,139.0
Q3 SPORTBACK E-TRON,M1,1395.0,110.0,44.0
SANDERO,M1,898.0,66.0,148.0
C3,M1,1199.0,61.0,125.0
SERIE X,M1G,2993.0,210.0,174.0
IONIQ,M1,,,0.0
V60,M1,1969.0,186.0,43.0
Polestar 2,M1,,170.0,0.0
X1,M1,1499.0,100.0,148.0
118I,M1,1499.0,100.0,131.0
Puma,M1,999.0,114.0,131.0
CADDY,M1,1968.0,55.0,128.0
CADDY,M1,1968.0,90.0,127.0
E 300 DE,M1,1950.0,143.0,36.0
EQS 450+,M1,,109.0,0.0
A6 AVANT,M1,2967.0,180.0,175.0
NISSAN QASHQAI,M1,1332.0,116.0,146.0
ABARTH 500,M1,1368.0,132.0,156.0
RAV4,M1,2487.0,131.0,127.0
E 300 DE,M1,1950.0,143.0,36.0
MOKKA,M1,1499.0,81.0,118.0
MAZDA3/G122/AT/COMFORT+/SOUND/,M1,1998.0,90.0,140.0
GOLF,M1,1968.0,85.0,118.0
QASHQAI,M1,1332.0,103.0,145.0
T-ROC,M1,1498.0,110.0,143.0
COROLLA,M1,1490.0,92.0,132.0
CAYENNE TURBO S,M1G,3996.0,404.0,102.0
NISSAN MICRA,M1,999.0,68.0,124.0
3008,M1,1598.0,133.0,31.0
730D,M1,2993.0,210.0,155.0
UP!,M1,,61.0,0.0
AYGO,M1,998.0,53.0,118.0
ONE,M1,1499.0,75.0,126.0
DUSTER,M1,1461.0,85.0,129.0
KAROQ,M1,1498.0,110.0,150.0
308,M1,1499.0,96.0,122.0
ZOE,M1,,51.0,0.0
KAMIQ,M1,1498.0,110.0,141.0
V-KLASSE,M1,1950.0,140.0,219.0
TOURAN,M1,1498.0,110.0,148.0
SUPERB,M1,1498.0,110.0,128.0
MODEL 3,M1,,100.0,0.0
LOGAN,M1,999.0,67.0,107.0
CORSA,M1,,100.0,0.0
FERRARI ROMA,M1,3855.0,456.0,255.0
CLA 250 e,M1,1332.0,118.0,30.0
3008,M1,1598.0,133.0,31.0
KOMBI,M1,1968.0,110.0,209.0
GR,M1,1618.0,192.0,186.0
TOURAN,M1,1968.0,90.0,139.0
UP!,M1,,61.0,0.0
Focus,M1,999.0,92.0,127.0
SPRING,M1,,,0.0
2008,M1,1199.0,96.0,127.0
V90,M1,1969.0,186.0,47.0
CLIO E-TECH HYBRID,M1,1598.0,67.0,99.0
Proace City Verso,M1,1199.0,81.0,151.0
GLE 350 de 4MATIC Coupe,M1,1950.0,143.0,28.0
SORENTO,M1,1598.0,132.0,38.0
FOCUS,M1,999.0,74.0,123.0
CLA 250 E,M1,1332.0,118.0,26.0
XC40,M1,1477.0,120.0,160.0
500X,M1,999.0,88.0,142.0
PUMA,M1,999.0,91.0,127.0
ENYAQ 80,M1,,150.0,0.0
X3 M40D,M1G,2993.0,250.0,174.0
ENYAQ 60,M1,,132.0,0.0
CROSSLAND,M1,1499.0,88.0,130.0
OCTAVIA,M1,1968.0,110.0,121.0
NISSAN QASHQAI,M1,1332.0,116.0,145.0
Model 3,M1,,366.0,0.0
GOLF,M1,1968.0,110.0,121.0
MODEL Y,M1,,,0.0
PANDA,M1,999.0,52.0,118.0
MG MARVEL R ELECTRIC,M1,,105.0,0.0
TOYOTA RAV 4,M1,2487.0,131.0,132.0
DUSTER,M1,1461.0,85.0,129.0
DUSTER,M1,1332.0,110.0,151.0
E-C4,M1,,57.0,0.0
108,M1,998.0,53.0,110.0
LODGY,M1,1332.0,96.0,145.0
VITARA,M1,1373.0,95.0,121.0
TOURNEO CUSTOM,M1,1995.0,136.0,221.0
SPRING,M1,,,0.0
Model 3,M1,,158.0,0.0
STONIC,M1,998.0,74.0,128.0
EQA 250,M1,,140.0,0.0
JAZZ,M1,1498.0,72.0,110.0
TUCSONix35,M1,1598.0,132.0,127.0
SANDERO,M1,999.0,74.0,115.0
F35,,1498.0,114.0,
Q3 Sportback,M1,1968.0,110.0,145.0
MITSUBISHI OUTLANDER,M1,2360.0,99.0,46.0
ID.4 PRO 150 KW,M1,,70.0,0.0
E-TRON SPORTBACK 55,M1,,,0.0
CLASSE EQV,M1,,70.0,0.0
GOLF,M1,1498.0,96.0,126.0
C 220 d,M1,1950.0,143.0,141.0
KAROQ,M1,1968.0,85.0,132.0
NISSAN QASHQAI,M1,1332.0,103.0,143.0
T-ROC / 2.0 / TDI AUT.,M1,1968.0,110.0,136.0
MEGANE,M1,1461.0,85.0,123.0
KAROQ,M1,1984.0,140.0,181.0
PUMA,M1,999.0,92.0,129.0
Q3 SPORTBACK,M1,1498.0,110.0,141.0
208,M1,1199.0,74.0,118.0
CAPTUR,M1,1332.0,103.0,133.0
JEEP WRANGLER,M1,3604.0,209.0,293.0
KAROQ,M1,1498.0,110.0,152.0
FORMENTOR VZ E-HYBRID,M1,1395.0,110.0,33.0
SANDERO,M1,999.0,67.0,120.0
C5 AIRCROSS,M1,1199.0,96.0,148.0
Puma,M1,999.0,91.0,138.0
GLA,M1,1950.0,110.0,142.0
T-CROSS,M1,999.0,81.0,147.0
XC90,M1G,1969.0,223.0,64.0
CORSA,M1,1199.0,74.0,118.0
CORSA,M1,1199.0,55.0,118.0
YPSILON,M1,1242.0,51.0,122.0
Q3,M1,1498.0,110.0,156.0
CLIO,M1,999.0,67.0,118.0
SPRING,M1,,19.0,0.0
208,M1,1199.0,55.0,119.0
VIVARO ZAFIRA LIFE,M1,1997.0,130.0,191.0
DS 9,M1,1598.0,133.0,35.0
CLIO,M1,999.0,67.0,119.0
TIGUAN,M1,1968.0,110.0,152.0
FABIA,M1,999.0,70.0,120.0
B 250 E,M1,1332.0,118.0,26.0
TOYOTA COROLLA,M1,1798.0,72.0,103.0
TIGUAN,M1,1395.0,110.0,43.0
MAZDA CX-3,M1,1998.0,89.0,160.0
2008,M1,1199.0,74.0,123.0
MITSUBISHI SPACE STAR,M1,1193.0,52.0,113.0
C5 AIRCROSS,M1,1499.0,96.0,142.0
CADDY,M1,1498.0,84.0,146.0
SWIFT,M1,1197.0,61.0,106.0
TOYOTA C-HR,M1,1987.0,112.0,120.0
KUGA,M1,1496.0,111.0,147.0
XC40,M1,1477.0,120.0,169.0
A1 SPORTBACK,M1,999.0,70.0,129.0
SEAT ATECA,M1,1498.0,110.0,151.0
T-CROSS,M1,999.0,81.0,133.0
Focus,M1,999.0,92.0,119.0
MEGANE,M1,1461.0,85.0,119.0
ATECA,M1,1984.0,140.0,184.0
T-CROSS,M1,999.0,70.0,132.0
DS 3 CROSSBACK,M1,1199.0,74.0,126.0
C5 AIRCROSS,M1,1499.0,96.0,138.0
PASSAT,M1,1968.0,110.0,129.0
Hyundai i20,M1,998.0,,121.0
MOKKA,M1,1199.0,74.0,125.0
IONIQ5,M1,,53.0,0.0
C4,M1,1499.0,81.0,114.0
SEAT LEON SP,M1,1968.0,110.0,116.0
MODEL Y,M1,,65.0,0.0
COROLLA,M1,1798.0,72.0,102.0
PROCEED,M1,1591.0,150.0,153.0
SCALA,M1,999.0,81.0,129.0
YPSILON,M1,999.0,52.0,111.0
A6 AVANT 55 TFSI E,M1,1984.0,195.0,35.0
208,M1,1199.0,55.0,119.0
PANDA,M1,875.0,62.0,110.0
RIO,M1,1197.0,61.0,129.0
T-ROC,M1,999.0,81.0,138.0
XV,M1,1600.0,84.0,180.0
XC60,M1,1969.0,145.0,163.0
LEON SPORTSTOURER,M1,1498.0,110.0,135.0
CITIGO,M1,,61.0,0.0
KUGA,M1,2488.0,112.0,22.0
LEXUS NX300H,M1,2494.0,155.0,172.0
XC40,M1,1477.0,95.0,166.0
FIESTA,M1,999.0,70.0,117.0
IBIZA,M1,999.0,70.0,124.0
SERIE X,M1G,1998.0,135.0,48.0
Q7 55 TFSI E,M1G,2995.0,250.0,75.0
PANAMERA 4,M1,2894.0,243.0,53.0
3008,M1,1499.0,96.0,136.0
3008,M1,1499.0,96.0,135.0
RANGE ROVER SPORT,M1G,2997.0,183.0,235.0
DS 7 CROSSBACK,M1,1199.0,96.0,154.0
TOURNEO,M1,1499.0,73.0,136.0
RENEGADE,M1,1598.0,96.0,136.0
T-CROSS,M1,999.0,70.0,131.0
SUPERB,M1,1395.0,115.0,
118I,M1,1499.0,100.0,127.0
CORSA,M1,,100.0,0.0
NUEVO,M1,1199.0,61.0,124.0
POLO,M1,999.0,66.0,102.0
208,M1,1199.0,74.0,123.0
500,M1,,43.0,0.0
JUKE,M1,999.0,86.0,139.0
TWINGO,M1,,31.0,0.0
500 / 1.0 / HYBRID SPORT,M1,999.0,52.0,114.0
I20,M1,1197.0,61.0,119.0
I10,M1,998.0,49.0,117.0
PUMA,M1,999.0,91.0,131.0
208,M1,1199.0,55.0,120.0
FIESTA,M1,999.0,92.0,131.0
JAGUAR E-PACE,M1G,1998.0,150.0,175.0
PASSAT,M1,1395.0,115.0,27.0
208,M1,1499.0,75.0,106.0
FOCUS,M1,1499.0,88.0,113.0
KADJAR,M1,1332.0,103.0,141.0
TOYOTA GR YARIS,M1,1618.0,192.0,186.0
DUSTER,M1,1461.0,85.0,127.0
IBIZA,M1,999.0,70.0,118.0
S-MAX,M1,2488.0,110.0,147.0
Range Rover Evoque,M1,1498.0,147.0,44.0
ARONA,M1,999.0,81.0,135.0
EQA 250,M1,,140.0,0.0
FOCUS,M1,1499.0,88.0,111.0
TWINGO,M1,999.0,48.0,117.0
FIAT 500,M1,999.0,52.0,113.0
TUCSON IX35,M1,1598.0,132.0,131.0
SEAT LEON SP,M1,1498.0,96.0,128.0
UP!,M1,,61.0,0.0
A6 AVANT,M1,1968.0,150.0,153.0
YARIS,M1,1490.0,92.0,122.0
LEON,M1,999.0,81.0,125.0
XC40,M1,1477.0,95.0,159.0
S-MAX,M1,1995.0,140.0,173.0
116D,M1,1496.0,85.0,127.0
C3 AIRCROSS,M1,1199.0,81.0,136.0
500,M1,999.0,51.0,119.0
LEON SPORTSTOURER,M1,1498.0,110.0,134.0
GLE 350 de 4MATIC,M1G,1950.0,143.0,28.0
X1 xDrive25e,M1,1499.0,92.0,40.0
SANDERO,M1,999.0,74.0,115.0
NISSAN LEAF 62KWH,M1,,160.0,0.0
CLIO,M1,999.0,67.0,118.0
3008,M1,1598.0,133.0,31.0
NIRO,M1,1580.0,77.0,31.0
PANDA,M1,999.0,52.0,115.0
FIAT 500X,M1,999.0,88.0,143.0
COROLLA,M1,1987.0,112.0,119.0
X1 XDRIVE25E,M1,1499.0,92.0,
LEON SP E-HYBRID150,M1,1395.0,110.0,26.0
TOURAN,M1,1498.0,110.0,151.0
TOURAN,M1,1498.0,110.0,154.0
5008,M1,1499.0,96.0,140.0
CLIO,M1,999.0,67.0,119.0
SANDERO,M1,999.0,67.0,127.0
FIAT 500X,M1,999.0,88.0,143.0
PASSAT,M1,1968.0,110.0,128.0
